Binary value;Hour;Month;Day;Hour of day
0;1360;2;26;16
0;1361;2;26;17
0;1362;2;26;18
0;1363;2;26;19
0;1364;2;26;20
0;1365;2;26;21
0;1366;2;26;22
0;1367;2;26;23
0;1368;2;26;24
0;1369;2;27;1
0;1370;2;27;2
0;1371;2;27;3
0;1372;2;27;4
0;1373;2;27;5
0;1374;2;27;6
0;1375;2;27;7
0;1376;2;27;8
0;1377;2;27;9
0;1378;2;27;10
0;1379;2;27;11
0;1380;2;27;12
0;1381;2;27;13
0;1382;2;27;14
0;1383;2;27;15
0;1384;2;27;16
0;1385;2;27;17
0;1386;2;27;18
0;1387;2;27;19
0;1388;2;27;20
0;1389;2;27;21
0;1390;2;27;22
0;1391;2;27;23
0;1392;2;27;24
0;1393;2;28;1
0;1394;2;28;2
0;1395;2;28;3
0;1396;2;28;4
0;1397;2;28;5
0;1398;2;28;6
0;1399;2;28;7
0;1400;2;28;8
0;1401;2;28;9
0;1402;2;28;10
0;1403;2;28;11
0;1404;2;28;12
0;1405;2;28;13
0;1406;2;28;14
0;1407;2;28;15
0;1408;2;28;16
0;1409;2;28;17
0;1410;2;28;18
0;1411;2;28;19
0;1412;2;28;20
0;1413;2;28;21
0;1414;2;28;22
0;1415;2;28;23
0;1416;2;28;24
0;1417;3;1;1
0;1418;3;1;2
0;1419;3;1;3
0;1420;3;1;4
0;1421;3;1;5
0;1422;3;1;6
0;1423;3;1;7
0;1424;3;1;8
0;1425;3;1;9
0;1426;3;1;10
0;1427;3;1;11
0;1428;3;1;12
0;1429;3;1;13
0;1430;3;1;14
0;1431;3;1;15
0;1432;3;1;16
0;1433;3;1;17
0;1434;3;1;18
0;1435;3;1;19
0;1436;3;1;20
0;1437;3;1;21
0;1438;3;1;22
0;1439;3;1;23
0;1440;3;1;24
0;1441;3;2;1
0;1442;3;2;2
0;1443;3;2;3
0;1444;3;2;4
0;1445;3;2;5
0;1446;3;2;6
0;1447;3;2;7
0;1448;3;2;8
0;1449;3;2;9
0;1450;3;2;10
0;1451;3;2;11
0;1452;3;2;12
0;1453;3;2;13
0;1454;3;2;14
0;1455;3;2;15
0;1456;3;2;16
0;1457;3;2;17
0;1458;3;2;18
0;1459;3;2;19
0;1460;3;2;20
0;1461;3;2;21
0;1462;3;2;22
0;1463;3;2;23
0;1464;3;2;24
0;1465;3;3;1
0;1466;3;3;2
0;1467;3;3;3
0;1468;3;3;4
0;1469;3;3;5
0;1470;3;3;6
0;1471;3;3;7
0;1472;3;3;8
0;1473;3;3;9
0;1474;3;3;10
0;1475;3;3;11
0;1476;3;3;12
0;1477;3;3;13
0;1478;3;3;14
0;1479;3;3;15
0;1480;3;3;16
0;1481;3;3;17
0;1482;3;3;18
0;1483;3;3;19
0;1484;3;3;20
0;1485;3;3;21
0;1486;3;3;22
0;1487;3;3;23
0;1488;3;3;24
0;1489;3;4;1
0;1490;3;4;2
0;1491;3;4;3
0;1492;3;4;4
0;1493;3;4;5
0;1494;3;4;6
0;1495;3;4;7
0;1496;3;4;8
0;1497;3;4;9
0;1498;3;4;10
0;1499;3;4;11
0;1500;3;4;12
0;1501;3;4;13
0;1502;3;4;14
0;1503;3;4;15
0;1504;3;4;16
0;1505;3;4;17
0;1506;3;4;18
0;1507;3;4;19
0;1508;3;4;20
0;1509;3;4;21
0;1510;3;4;22
0;1511;3;4;23
0;1512;3;4;24
0;1513;3;5;1
0;1514;3;5;2
0;1515;3;5;3
0;1516;3;5;4
0;1517;3;5;5
0;1518;3;5;6
0;1519;3;5;7
0;1520;3;5;8
0;1521;3;5;9
0;1522;3;5;10
0;1523;3;5;11
0;1524;3;5;12
0;1525;3;5;13
0;1526;3;5;14
0;1527;3;5;15
0;1528;3;5;16
0;1529;3;5;17
0;1530;3;5;18
0;1531;3;5;19
0;1532;3;5;20
0;1533;3;5;21
0;1534;3;5;22
0;1535;3;5;23
0;1536;3;5;24
0;1537;3;6;1
0;1538;3;6;2
0;1539;3;6;3
0;1540;3;6;4
0;1541;3;6;5
0;1542;3;6;6
0;1543;3;6;7
0;1544;3;6;8
0;1545;3;6;9
0;1546;3;6;10
0;1547;3;6;11
0;1548;3;6;12
0;1549;3;6;13
0;1550;3;6;14
0;1551;3;6;15
0;1552;3;6;16
0;1553;3;6;17
0;1554;3;6;18
0;1555;3;6;19
0;1556;3;6;20
0;1557;3;6;21
0;1558;3;6;22
0;1559;3;6;23
0;1560;3;6;24
0;1561;3;7;1
0;1562;3;7;2
0;1563;3;7;3
0;1564;3;7;4
0;1565;3;7;5
0;1566;3;7;6
0;1567;3;7;7
0;1568;3;7;8
0;1569;3;7;9
0;1570;3;7;10
0;1571;3;7;11
0;1572;3;7;12
0;1573;3;7;13
0;1574;3;7;14
0;1575;3;7;15
0;1576;3;7;16
0;1577;3;7;17
0;1578;3;7;18
0;1579;3;7;19
0;1580;3;7;20
0;1581;3;7;21
0;1582;3;7;22
0;1583;3;7;23
0;1584;3;7;24
0;1585;3;8;1
0;1586;3;8;2
0;1587;3;8;3
0;1588;3;8;4
0;1589;3;8;5
0;1590;3;8;6
0;1591;3;8;7
0;1592;3;8;8
0;1593;3;8;9
0;1594;3;8;10
0;1595;3;8;11
0;1596;3;8;12
0;1597;3;8;13
0;1598;3;8;14
0;1599;3;8;15
0;1600;3;8;16
0;1601;3;8;17
0;1602;3;8;18
0;1603;3;8;19
0;1604;3;8;20
0;1605;3;8;21
0;1606;3;8;22
0;1607;3;8;23
0;1608;3;8;24
0;1609;3;9;1
0;1610;3;9;2
0;1611;3;9;3
0;1612;3;9;4
0;1613;3;9;5
0;1614;3;9;6
0;1615;3;9;7
0;1616;3;9;8
0;1617;3;9;9
0;1618;3;9;10
0;1619;3;9;11
0;1620;3;9;12
0;1621;3;9;13
0;1622;3;9;14
0;1623;3;9;15
0;1624;3;9;16
0;1625;3;9;17
0;1626;3;9;18
0;1627;3;9;19
0;1628;3;9;20
0;1629;3;9;21
0;1630;3;9;22
0;1631;3;9;23
0;1632;3;9;24
0;1633;3;10;1
0;1634;3;10;2
0;1635;3;10;3
0;1636;3;10;4
0;1637;3;10;5
0;1638;3;10;6
0;1639;3;10;7
0;1640;3;10;8
0;1641;3;10;9
0;1642;3;10;10
0;1643;3;10;11
0;1644;3;10;12
0;1645;3;10;13
0;1646;3;10;14
0;1647;3;10;15
0;1648;3;10;16
0;1649;3;10;17
0;1650;3;10;18
0;1651;3;10;19
0;1652;3;10;20
0;1653;3;10;21
0;1654;3;10;22
0;1655;3;10;23
0;1656;3;10;24
0;1657;3;11;1
0;1658;3;11;2
0;1659;3;11;3
0;1660;3;11;4
0;1661;3;11;5
0;1662;3;11;6
0;1663;3;11;7
0;1664;3;11;8
0;1665;3;11;9
0;1666;3;11;10
0;1667;3;11;11
0;1668;3;11;12
0;1669;3;11;13
0;1670;3;11;14
0;1671;3;11;15
0;1672;3;11;16
0;1673;3;11;17
0;1674;3;11;18
0;1675;3;11;19
0;1676;3;11;20
0;1677;3;11;21
0;1678;3;11;22
0;1679;3;11;23
0;1680;3;11;24
0;1681;3;12;1
0;1682;3;12;2
0;1683;3;12;3
0;1684;3;12;4
0;1685;3;12;5
0;1686;3;12;6
0;1687;3;12;7
0;1688;3;12;8
0;1689;3;12;9
0;1690;3;12;10
0;1691;3;12;11
0;1692;3;12;12
0;1693;3;12;13
0;1694;3;12;14
0;1695;3;12;15
0;1696;3;12;16
0;1697;3;12;17
0;1698;3;12;18
0;1699;3;12;19
0;1700;3;12;20
0;1701;3;12;21
0;1702;3;12;22
0;1703;3;12;23
0;1704;3;12;24
0;1705;3;13;1
0;1706;3;13;2
0;1707;3;13;3
0;1708;3;13;4
0;1709;3;13;5
0;1710;3;13;6
0;1711;3;13;7
0;1712;3;13;8
0;1713;3;13;9
0;1714;3;13;10
0;1715;3;13;11
0;1716;3;13;12
0;1717;3;13;13
0;1718;3;13;14
0;1719;3;13;15
0;1720;3;13;16
0;1721;3;13;17
0;1722;3;13;18
0;1723;3;13;19
0;1724;3;13;20
0;1725;3;13;21
0;1726;3;13;22
0;1727;3;13;23
0;1728;3;13;24
0;1729;3;14;1
0;1730;3;14;2
0;1731;3;14;3
0;1732;3;14;4
0;1733;3;14;5
0;1734;3;14;6
0;1735;3;14;7
0;1736;3;14;8
0;1737;3;14;9
0;1738;3;14;10
0;1739;3;14;11
0;1740;3;14;12
0;1741;3;14;13
0;1742;3;14;14
0;1743;3;14;15
0;1744;3;14;16
0;1745;3;14;17
0;1746;3;14;18
0;1747;3;14;19
0;1748;3;14;20
0;1749;3;14;21
0;1750;3;14;22
0;1751;3;14;23
0;1752;3;14;24
0;1753;3;15;1
0;1754;3;15;2
0;1755;3;15;3
0;1756;3;15;4
0;1757;3;15;5
0;1758;3;15;6
0;1759;3;15;7
0;1760;3;15;8
0;1761;3;15;9
0;1762;3;15;10
0;1763;3;15;11
0;1764;3;15;12
0;1765;3;15;13
0;1766;3;15;14
0;1767;3;15;15
0;1768;3;15;16
0;1769;3;15;17
0;1770;3;15;18
0;1771;3;15;19
0;1772;3;15;20
0;1773;3;15;21
0;1774;3;15;22
0;1775;3;15;23
0;1776;3;15;24
0;1777;3;16;1
0;1778;3;16;2
0;1779;3;16;3
0;1780;3;16;4
0;1781;3;16;5
0;1782;3;16;6
0;1783;3;16;7
0;1784;3;16;8
0;1785;3;16;9
0;1786;3;16;10
0;1787;3;16;11
0;1788;3;16;12
0;1789;3;16;13
0;1790;3;16;14
0;1791;3;16;15
0;1792;3;16;16
0;1793;3;16;17
0;1794;3;16;18
0;1795;3;16;19
0;1796;3;16;20
0;1797;3;16;21
0;1798;3;16;22
0;1799;3;16;23
0;1800;3;16;24
0;1801;3;17;1
0;1802;3;17;2
0;1803;3;17;3
0;1804;3;17;4
0;1805;3;17;5
0;1806;3;17;6
0;1807;3;17;7
0;1808;3;17;8
0;1809;3;17;9
0;1810;3;17;10
0;1811;3;17;11
0;1812;3;17;12
0;1813;3;17;13
0;1814;3;17;14
0;1815;3;17;15
0;1816;3;17;16
0;1817;3;17;17
0;1818;3;17;18
0;1819;3;17;19
0;1820;3;17;20
0;1821;3;17;21
0;1822;3;17;22
0;1823;3;17;23
0;1824;3;17;24
0;1825;3;18;1
0;1826;3;18;2
0;1827;3;18;3
0;1828;3;18;4
0;1829;3;18;5
0;1830;3;18;6
0;1831;3;18;7
0;1832;3;18;8
0;1833;3;18;9
0;1834;3;18;10
0;1835;3;18;11
0;1836;3;18;12
0;1837;3;18;13
0;1838;3;18;14
0;1839;3;18;15
0;1840;3;18;16
0;1841;3;18;17
0;1842;3;18;18
0;1843;3;18;19
0;1844;3;18;20
0;1845;3;18;21
0;1846;3;18;22
0;1847;3;18;23
0;1848;3;18;24
0;1849;3;19;1
0;1850;3;19;2
0;1851;3;19;3
0;1852;3;19;4
0;1853;3;19;5
0;1854;3;19;6
0;1855;3;19;7
0;1856;3;19;8
0;1857;3;19;9
0;1858;3;19;10
0;1859;3;19;11
0;1860;3;19;12
0;1861;3;19;13
0;1862;3;19;14
0;1863;3;19;15
0;1864;3;19;16
0;1865;3;19;17
0;1866;3;19;18
0;1867;3;19;19
0;1868;3;19;20
0;1869;3;19;21
0;1870;3;19;22
0;1871;3;19;23
0;1872;3;19;24
0;1873;3;20;1
0;1874;3;20;2
0;1875;3;20;3
0;1876;3;20;4
0;1877;3;20;5
0;1878;3;20;6
0;1879;3;20;7
0;1880;3;20;8
0;1881;3;20;9
0;1882;3;20;10
0;1883;3;20;11
0;1884;3;20;12
0;1885;3;20;13
0;1886;3;20;14
0;1887;3;20;15
0;1888;3;20;16
0;1889;3;20;17
0;1890;3;20;18
0;1891;3;20;19
0;1892;3;20;20
0;1893;3;20;21
0;1894;3;20;22
0;1895;3;20;23
0;1896;3;20;24
0;1897;3;21;1
0;1898;3;21;2
0;1899;3;21;3
0;1900;3;21;4
0;1901;3;21;5
0;1902;3;21;6
0;1903;3;21;7
0;1904;3;21;8
0;1905;3;21;9
0;1906;3;21;10
0;1907;3;21;11
0;1908;3;21;12
0;1909;3;21;13
0;1910;3;21;14
0;1911;3;21;15
0;1912;3;21;16
0;1913;3;21;17
0;1914;3;21;18
0;1915;3;21;19
0;1916;3;21;20
0;1917;3;21;21
0;1918;3;21;22
0;1919;3;21;23
0;1920;3;21;24
0;1921;3;22;1
0;1922;3;22;2
0;1923;3;22;3
0;1924;3;22;4
0;1925;3;22;5
0;1926;3;22;6
0;1927;3;22;7
0;1928;3;22;8
0;1929;3;22;9
0;1930;3;22;10
0;1931;3;22;11
0;1932;3;22;12
0;1933;3;22;13
0;1934;3;22;14
0;1935;3;22;15
0;1936;3;22;16
0;1937;3;22;17
0;1938;3;22;18
0;1939;3;22;19
0;1940;3;22;20
0;1941;3;22;21
0;1942;3;22;22
0;1943;3;22;23
0;1944;3;22;24
0;1945;3;23;1
0;1946;3;23;2
0;1947;3;23;3
0;1948;3;23;4
0;1949;3;23;5
0;1950;3;23;6
0;1951;3;23;7
0;1952;3;23;8
0;1953;3;23;9
0;1954;3;23;10
0;1955;3;23;11
0;1956;3;23;12
0;1957;3;23;13
0;1958;3;23;14
0;1959;3;23;15
0;1960;3;23;16
0;1961;3;23;17
0;1962;3;23;18
0;1963;3;23;19
0;1964;3;23;20
0;1965;3;23;21
0;1966;3;23;22
0;1967;3;23;23
0;1968;3;23;24
0;1969;3;24;1
0;1970;3;24;2
0;1971;3;24;3
0;1972;3;24;4
0;1973;3;24;5
0;1974;3;24;6
0;1975;3;24;7
0;1976;3;24;8
0;1977;3;24;9
0;1978;3;24;10
0;1979;3;24;11
0;1980;3;24;12
0;1981;3;24;13
0;1982;3;24;14
0;1983;3;24;15
0;1984;3;24;16
0;1985;3;24;17
0;1986;3;24;18
0;1987;3;24;19
0;1988;3;24;20
0;1989;3;24;21
0;1990;3;24;22
0;1991;3;24;23
0;1992;3;24;24
0;1993;3;25;1
0;1994;3;25;2
0;1995;3;25;3
0;1996;3;25;4
0;1997;3;25;5
0;1998;3;25;6
0;1999;3;25;7
0;2000;3;25;8
0;2001;3;25;9
0;2002;3;25;10
0;2003;3;25;11
0;2004;3;25;12
0;2005;3;25;13
0;2006;3;25;14
0;2007;3;25;15
0;2008;3;25;16
0;2009;3;25;17
0;2010;3;25;18
0;2011;3;25;19
0;2012;3;25;20
0;2013;3;25;21
0;2014;3;25;22
0;2015;3;25;23
0;2016;3;25;24
0;2017;3;26;1
0;2018;3;26;2
0;2019;3;26;3
0;2020;3;26;4
0;2021;3;26;5
0;2022;3;26;6
0;2023;3;26;7
0;2024;3;26;8
0;2025;3;26;9
0;2026;3;26;10
0;2027;3;26;11
0;2028;3;26;12
0;2029;3;26;13
0;2030;3;26;14
0;2031;3;26;15
0;2032;3;26;16
0;2033;3;26;17
0;2034;3;26;18
0;2035;3;26;19
0;2036;3;26;20
0;2037;3;26;21
0;2038;3;26;22
0;2039;3;26;23
0;2040;3;26;24
0;2041;3;27;1
0;2042;3;27;2
0;2043;3;27;3
0;2044;3;27;4
0;2045;3;27;5
0;2046;3;27;6
0;2047;3;27;7
0;2048;3;27;8
0;2049;3;27;9
0;2050;3;27;10
0;2051;3;27;11
0;2052;3;27;12
0;2053;3;27;13
0;2054;3;27;14
0;2055;3;27;15
0;2056;3;27;16
0;2057;3;27;17
0;2058;3;27;18
0;2059;3;27;19
0;2060;3;27;20
0;2061;3;27;21
0;2062;3;27;22
0;2063;3;27;23
0;2064;3;27;24
0;2065;3;28;1
0;2066;3;28;2
0;2067;3;28;3
0;2068;3;28;4
0;2069;3;28;5
0;2070;3;28;6
0;2071;3;28;7
0;2072;3;28;8
0;2073;3;28;9
0;2074;3;28;10
0;2075;3;28;11
0;2076;3;28;12
0;2077;3;28;13
0;2078;3;28;14
0;2079;3;28;15
0;2080;3;28;16
0;2081;3;28;17
0;2082;3;28;18
0;2083;3;28;19
0;2084;3;28;20
0;2085;3;28;21
0;2086;3;28;22
0;2087;3;28;23
0;2088;3;28;24
0;2089;3;29;1
0;2090;3;29;2
0;2091;3;29;3
0;2092;3;29;4
0;2093;3;29;5
0;2094;3;29;6
0;2095;3;29;7
0;2096;3;29;8
0;2097;3;29;9
0;2098;3;29;10
0;2099;3;29;11
0;2100;3;29;12
0;2101;3;29;13
0;2102;3;29;14
0;2103;3;29;15
0;2104;3;29;16
0;2105;3;29;17
0;2106;3;29;18
0;2107;3;29;19
0;2108;3;29;20
0;2109;3;29;21
0;2110;3;29;22
0;2111;3;29;23
0;2112;3;29;24
0;2113;3;30;1
0;2114;3;30;2
0;2115;3;30;3
0;2116;3;30;4
0;2117;3;30;5
0;2118;3;30;6
0;2119;3;30;7
0;2120;3;30;8
0;2121;3;30;9
0;2122;3;30;10
0;2123;3;30;11
0;2124;3;30;12
0;2125;3;30;13
0;2126;3;30;14
0;2127;3;30;15
0;2128;3;30;16
0;2129;3;30;17
0;2130;3;30;18
0;2131;3;30;19
0;2132;3;30;20
0;2133;3;30;21
0;2134;3;30;22
0;2135;3;30;23
0;2136;3;30;24
0;2137;3;31;1
0;2138;3;31;2
0;2139;3;31;3
0;2140;3;31;4
0;2141;3;31;5
0;2142;3;31;6
0;2143;3;31;7
0;2144;3;31;8
0;2145;3;31;9
0;2146;3;31;10
0;2147;3;31;11
0;2148;3;31;12
0;2149;3;31;13
0;2150;3;31;14
0;2151;3;31;15
0;2152;3;31;16
0;2153;3;31;17
0;2154;3;31;18
0;2155;3;31;19
0;2156;3;31;20
0;2157;3;31;21
0;2158;3;31;22
0;2159;3;31;23
0;2160;3;31;24
0;2161;4;1;1
0;2162;4;1;2
0;2163;4;1;3
0;2164;4;1;4
0;2165;4;1;5
0;2166;4;1;6
0;2167;4;1;7
0;2168;4;1;8
0;2169;4;1;9
0;2170;4;1;10
0;2171;4;1;11
0;2172;4;1;12
0;2173;4;1;13
0;2174;4;1;14
0;2175;4;1;15
0;2176;4;1;16
0;2177;4;1;17
0;2178;4;1;18
0;2179;4;1;19
0;2180;4;1;20
0;2181;4;1;21
0;2182;4;1;22
0;2183;4;1;23
0;2184;4;1;24
0;2185;4;2;1
0;2186;4;2;2
0;2187;4;2;3
0;2188;4;2;4
0;2189;4;2;5
0;2190;4;2;6
0;2191;4;2;7
0;2192;4;2;8
0;2193;4;2;9
0;2194;4;2;10
0;2195;4;2;11
0;2196;4;2;12
0;2197;4;2;13
0;2198;4;2;14
0;2199;4;2;15
0;2200;4;2;16
0;2201;4;2;17
0;2202;4;2;18
0;2203;4;2;19
0;2204;4;2;20
0;2205;4;2;21
0;2206;4;2;22
0;2207;4;2;23
0;2208;4;2;24
0;2209;4;3;1
0;2210;4;3;2
0;2211;4;3;3
0;2212;4;3;4
0;2213;4;3;5
0;2214;4;3;6
0;2215;4;3;7
0;2216;4;3;8
0;2217;4;3;9
0;2218;4;3;10
0;2219;4;3;11
0;2220;4;3;12
0;2221;4;3;13
0;2222;4;3;14
0;2223;4;3;15
0;2224;4;3;16
0;2225;4;3;17
0;2226;4;3;18
0;2227;4;3;19
0;2228;4;3;20
0;2229;4;3;21
0;2230;4;3;22
0;2231;4;3;23
0;2232;4;3;24
0;2233;4;4;1
0;2234;4;4;2
0;2235;4;4;3
0;2236;4;4;4
0;2237;4;4;5
0;2238;4;4;6
0;2239;4;4;7
0;2240;4;4;8
0;2241;4;4;9
0;2242;4;4;10
0;2243;4;4;11
0;2244;4;4;12
0;2245;4;4;13
0;2246;4;4;14
0;2247;4;4;15
0;2248;4;4;16
0;2249;4;4;17
0;2250;4;4;18
0;2251;4;4;19
0;2252;4;4;20
0;2253;4;4;21
0;2254;4;4;22
0;2255;4;4;23
0;2256;4;4;24
0;2257;4;5;1
0;2258;4;5;2
0;2259;4;5;3
0;2260;4;5;4
0;2261;4;5;5
0;2262;4;5;6
0;2263;4;5;7
0;2264;4;5;8
0;2265;4;5;9
0;2266;4;5;10
0;2267;4;5;11
0;2268;4;5;12
0;2269;4;5;13
0;2270;4;5;14
0;2271;4;5;15
0;2272;4;5;16
0;2273;4;5;17
0;2274;4;5;18
0;2275;4;5;19
0;2276;4;5;20
0;2277;4;5;21
0;2278;4;5;22
0;2279;4;5;23
0;2280;4;5;24
0;2281;4;6;1
0;2282;4;6;2
0;2283;4;6;3
0;2284;4;6;4
0;2285;4;6;5
0;2286;4;6;6
0;2287;4;6;7
0;2288;4;6;8
0;2289;4;6;9
0;2290;4;6;10
0;2291;4;6;11
0;2292;4;6;12
0;2293;4;6;13
0;2294;4;6;14
0;2295;4;6;15
0;2296;4;6;16
0;2297;4;6;17
0;2298;4;6;18
0;2299;4;6;19
0;2300;4;6;20
0;2301;4;6;21
0;2302;4;6;22
0;2303;4;6;23
0;2304;4;6;24
0;2305;4;7;1
0;2306;4;7;2
0;2307;4;7;3
0;2308;4;7;4
0;2309;4;7;5
0;2310;4;7;6
0;2311;4;7;7
0;2312;4;7;8
0;2313;4;7;9
0;2314;4;7;10
0;2315;4;7;11
0;2316;4;7;12
0;2317;4;7;13
0;2318;4;7;14
0;2319;4;7;15
0;2320;4;7;16
0;2321;4;7;17
0;2322;4;7;18
0;2323;4;7;19
0;2324;4;7;20
0;2325;4;7;21
0;2326;4;7;22
0;2327;4;7;23
0;2328;4;7;24
0;2329;4;8;1
0;2330;4;8;2
0;2331;4;8;3
0;2332;4;8;4
0;2333;4;8;5
0;2334;4;8;6
0;2335;4;8;7
0;2336;4;8;8
0;2337;4;8;9
0;2338;4;8;10
0;2339;4;8;11
0;2340;4;8;12
0;2341;4;8;13
0;2342;4;8;14
0;2343;4;8;15
0;2344;4;8;16
0;2345;4;8;17
0;2346;4;8;18
0;2347;4;8;19
0;2348;4;8;20
0;2349;4;8;21
0;2350;4;8;22
0;2351;4;8;23
0;2352;4;8;24
0;2353;4;9;1
0;2354;4;9;2
0;2355;4;9;3
0;2356;4;9;4
0;2357;4;9;5
0;2358;4;9;6
0;2359;4;9;7
0;2360;4;9;8
0;2361;4;9;9
0;2362;4;9;10
0;2363;4;9;11
0;2364;4;9;12
0;2365;4;9;13
0;2366;4;9;14
0;2367;4;9;15
0;2368;4;9;16
0;2369;4;9;17
0;2370;4;9;18
0;2371;4;9;19
0;2372;4;9;20
0;2373;4;9;21
0;2374;4;9;22
0;2375;4;9;23
0;2376;4;9;24
0;2377;4;10;1
0;2378;4;10;2
0;2379;4;10;3
0;2380;4;10;4
0;2381;4;10;5
0;2382;4;10;6
0;2383;4;10;7
0;2384;4;10;8
0;2385;4;10;9
0;2386;4;10;10
0;2387;4;10;11
0;2388;4;10;12
0;2389;4;10;13
0;2390;4;10;14
0;2391;4;10;15
0;2392;4;10;16
0;2393;4;10;17
0;2394;4;10;18
0;2395;4;10;19
0;2396;4;10;20
0;2397;4;10;21
0;2398;4;10;22
0;2399;4;10;23
0;2400;4;10;24
0;2401;4;11;1
0;2402;4;11;2
0;2403;4;11;3
0;2404;4;11;4
0;2405;4;11;5
0;2406;4;11;6
0;2407;4;11;7
0;2408;4;11;8
0;2409;4;11;9
0;2410;4;11;10
0;2411;4;11;11
0;2412;4;11;12
0;2413;4;11;13
0;2414;4;11;14
0;2415;4;11;15
0;2416;4;11;16
0;2417;4;11;17
0;2418;4;11;18
0;2419;4;11;19
0;2420;4;11;20
0;2421;4;11;21
0;2422;4;11;22
0;2423;4;11;23
0;2424;4;11;24
0;2425;4;12;1
0;2426;4;12;2
0;2427;4;12;3
0;2428;4;12;4
0;2429;4;12;5
0;2430;4;12;6
0;2431;4;12;7
0;2432;4;12;8
0;2433;4;12;9
0;2434;4;12;10
0;2435;4;12;11
0;2436;4;12;12
0;2437;4;12;13
0;2438;4;12;14
0;2439;4;12;15
0;2440;4;12;16
0;2441;4;12;17
0;2442;4;12;18
0;2443;4;12;19
0;2444;4;12;20
0;2445;4;12;21
0;2446;4;12;22
0;2447;4;12;23
0;2448;4;12;24
0;2449;4;13;1
0;2450;4;13;2
0;2451;4;13;3
0;2452;4;13;4
0;2453;4;13;5
0;2454;4;13;6
0;2455;4;13;7
0;2456;4;13;8
0;2457;4;13;9
0;2458;4;13;10
0;2459;4;13;11
0;2460;4;13;12
0;2461;4;13;13
0;2462;4;13;14
0;2463;4;13;15
0;2464;4;13;16
0;2465;4;13;17
0;2466;4;13;18
0;2467;4;13;19
0;2468;4;13;20
0;2469;4;13;21
0;2470;4;13;22
0;2471;4;13;23
0;2472;4;13;24
0;2473;4;14;1
0;2474;4;14;2
0;2475;4;14;3
0;2476;4;14;4
0;2477;4;14;5
0;2478;4;14;6
0;2479;4;14;7
0;2480;4;14;8
0;2481;4;14;9
0;2482;4;14;10
0;2483;4;14;11
0;2484;4;14;12
0;2485;4;14;13
0;2486;4;14;14
0;2487;4;14;15
0;2488;4;14;16
0;2489;4;14;17
0;2490;4;14;18
0;2491;4;14;19
0;2492;4;14;20
0;2493;4;14;21
0;2494;4;14;22
0;2495;4;14;23
0;2496;4;14;24
0;2497;4;15;1
0;2498;4;15;2
0;2499;4;15;3
0;2500;4;15;4
0;2501;4;15;5
0;2502;4;15;6
0;2503;4;15;7
0;2504;4;15;8
0;2505;4;15;9
0;2506;4;15;10
0;2507;4;15;11
0;2508;4;15;12
0;2509;4;15;13
0;2510;4;15;14
0;2511;4;15;15
0;2512;4;15;16
0;2513;4;15;17
0;2514;4;15;18
0;2515;4;15;19
0;2516;4;15;20
0;2517;4;15;21
0;2518;4;15;22
0;2519;4;15;23
0;2520;4;15;24
0;2521;4;16;1
0;2522;4;16;2
0;2523;4;16;3
0;2524;4;16;4
0;2525;4;16;5
0;2526;4;16;6
0;2527;4;16;7
0;2528;4;16;8
0;2529;4;16;9
0;2530;4;16;10
0;2531;4;16;11
0;2532;4;16;12
0;2533;4;16;13
0;2534;4;16;14
0;2535;4;16;15
0;2536;4;16;16
0;2537;4;16;17
0;2538;4;16;18
0;2539;4;16;19
0;2540;4;16;20
0;2541;4;16;21
0;2542;4;16;22
0;2543;4;16;23
0;2544;4;16;24
0;2545;4;17;1
0;2546;4;17;2
0;2547;4;17;3
0;2548;4;17;4
0;2549;4;17;5
0;2550;4;17;6
0;2551;4;17;7
0;2552;4;17;8
0;2553;4;17;9
0;2554;4;17;10
0;2555;4;17;11
0;2556;4;17;12
0;2557;4;17;13
0;2558;4;17;14
0;2559;4;17;15
0;2560;4;17;16
0;2561;4;17;17
0;2562;4;17;18
0;2563;4;17;19
0;2564;4;17;20
0;2565;4;17;21
0;2566;4;17;22
0;2567;4;17;23
0;2568;4;17;24
0;2569;4;18;1
0;2570;4;18;2
0;2571;4;18;3
0;2572;4;18;4
0;2573;4;18;5
0;2574;4;18;6
0;2575;4;18;7
0;2576;4;18;8
0;2577;4;18;9
0;2578;4;18;10
0;2579;4;18;11
0;2580;4;18;12
0;2581;4;18;13
0;2582;4;18;14
0;2583;4;18;15
0;2584;4;18;16
0;2585;4;18;17
0;2586;4;18;18
0;2587;4;18;19
0;2588;4;18;20
0;2589;4;18;21
0;2590;4;18;22
0;2591;4;18;23
0;2592;4;18;24
0;2593;4;19;1
0;2594;4;19;2
0;2595;4;19;3
0;2596;4;19;4
0;2597;4;19;5
0;2598;4;19;6
0;2599;4;19;7
0;2600;4;19;8
0;2601;4;19;9
0;2602;4;19;10
0;2603;4;19;11
0;2604;4;19;12
0;2605;4;19;13
0;2606;4;19;14
0;2607;4;19;15
0;2608;4;19;16
0;2609;4;19;17
0;2610;4;19;18
0;2611;4;19;19
0;2612;4;19;20
0;2613;4;19;21
0;2614;4;19;22
0;2615;4;19;23
0;2616;4;19;24
0;2617;4;20;1
0;2618;4;20;2
0;2619;4;20;3
0;2620;4;20;4
0;2621;4;20;5
0;2622;4;20;6
0;2623;4;20;7
0;2624;4;20;8
0;2625;4;20;9
0;2626;4;20;10
0;2627;4;20;11
0;2628;4;20;12
0;2629;4;20;13
